solv_i_id,molefrac_i,ln_gamma_i
solvent_468 / solvent_678,0.00 / 1.00,0.124781440 / 0.000000000
solvent_20 / solvent_234,0.00 / 1.00,1.293033910 / 0.000000000
solvent_66 / solvent_833,0.00 / 1.00,0.284788060 / 0.000000000
solvent_296 / solvent_746,0.00 / 1.00,-2.462539230 / 0.000000000
solvent_80 / solvent_191,0.00 / 1.00,0.663644580 / 0.000000000
solvent_103 / solvent_651,0.00 / 1.00,-0.098821640 / 0.000000000
solvent_184 / solvent_212,0.00 / 1.00,-0.050029060 / 0.000000000
solvent_423 / solvent_766,0.00 / 1.00,3.763710810 / 0.000000000
solvent_699 / solvent_700,0.00 / 1.00,0.089226340 / 0.000000000
solvent_545 / solvent_686,0.00 / 1.00,-0.182868130 / 0.000000000
solvent_185 / solvent_566,0.00 / 1.00,-0.801569250 / 0.000000000
solvent_77 / solvent_814,0.00 / 1.00,0.370233500 / 0.000000000
solvent_452 / solvent_648,0.00 / 1.00,0.282361090 / 0.000000000
solvent_249 / solvent_331,0.00 / 1.00,-1.160019370 / 0.000000000
solvent_113 / solvent_551,0.00 / 1.00,1.605485540 / 0.000000000
solvent_248 / solvent_416,0.00 / 1.00,0.570824310 / 0.000000000
solvent_583 / solvent_728,0.00 / 1.00,0.710294550 / 0.000000000
solvent_522 / solvent_620,0.00 / 1.00,-0.170040030 / 0.000000000
solvent_67 / solvent_161,0.00 / 1.00,0.004826590 / 0.000000000
solvent_589 / solvent_640,0.00 / 1.00,-0.103384830 / 0.000000000
solvent_70 / solvent_841,0.00 / 1.00,-0.316628550 / 0.000000000
solvent_10 / solvent_670,0.00 / 1.00,0.060115910 / 0.000000000
solvent_640 / solvent_662,0.00 / 1.00,-0.037730580 / 0.000000000
solvent_500 / solvent_839,0.00 / 1.00,0.418396630 / 0.000000000
solvent_242 / solvent_253,0.00 / 1.00,2.362246350 / 0.000000000
solvent_257 / solvent_447,0.00 / 1.00,4.247989520 / 0.000000000
solvent_88 / solvent_677,0.00 / 1.00,0.048775680 / 0.000000000
solvent_570 / solvent_830,0.00 / 1.00,2.392966140 / 0.000000000
solvent_3 / solvent_315,0.00 / 1.00,0.302652520 / 0.000000000
solvent_3 / solvent_389,0.00 / 1.00,-0.930664140 / 0.000000000
solvent_111 / solvent_203,0.00 / 1.00,0.046599520 / 0.000000000
solvent_233 / solvent_307,0.00 / 1.00,1.571286760 / 0.000000000
solvent_73 / solvent_795,0.00 / 1.00,-0.015116980 / 0.000000000
solvent_267 / solvent_375,0.00 / 1.00,-0.368131720 / 0.000000000
solvent_200 / solvent_560,0.00 / 1.00,0.483663080 / 0.000000000
solvent_203 / solvent_360,0.00 / 1.00,-0.331350780 / 0.000000000
solvent_186 / solvent_670,0.00 / 1.00,0.514251460 / 0.000000000
solvent_380 / solvent_807,0.00 / 1.00,0.006453740 / 0.000000000
solvent_368 / solvent_793,0.00 / 1.00,0.558513050 / 0.000000000
solvent_393 / solvent_760,0.00 / 1.00,0.465994780 / 0.000000000
solvent_233 / solvent_769,0.00 / 1.00,0.212187210 / 0.000000000
solvent_23 / solvent_403,0.00 / 1.00,0.903692110 / 0.000000000
solvent_423 / solvent_496,0.00 / 1.00,2.313350340 / 0.000000000
solvent_40 / solvent_435,0.00 / 1.00,-1.999073780 / 0.000000000
solvent_80 / solvent_681,0.00 / 1.00,0.327388700 / 0.000000000
solvent_99 / solvent_239,0.00 / 1.00,-0.753236450 / 0.000000000
solvent_339 / solvent_480,0.00 / 1.00,-1.067328340 / 0.000000000
solvent_113 / solvent_778,0.00 / 1.00,-0.151210710 / 0.000000000
solvent_647 / solvent_744,0.00 / 1.00,0.714597570 / 0.000000000
solvent_423 / solvent_759,0.00 / 1.00,0.008462110 / 0.000000000
solvent_522 / solvent_645,0.00 / 1.00,0.325302840 / 0.000000000
solvent_10 / solvent_82,0.00 / 1.00,0.280414460 / 0.000000000
solvent_178 / solvent_779,0.00 / 1.00,-0.244706180 / 0.000000000
solvent_27 / solvent_650,0.00 / 1.00,-0.083084500 / 0.000000000
solvent_367 / solvent_415,0.00 / 1.00,0.108044720 / 0.000000000
solvent_106 / solvent_465,0.00 / 1.00,0.323478030 / 0.000000000
solvent_170 / solvent_374,0.00 / 1.00,-0.239789670 / 0.000000000
solvent_72 / solvent_184,0.00 / 1.00,0.015097190 / 0.000000000
solvent_152 / solvent_500,0.00 / 1.00,1.059446230 / 0.000000000
solvent_449 / solvent_470,0.00 / 1.00,-0.018411670 / 0.000000000
solvent_464 / solvent_694,0.00 / 1.00,0.468927540 / 0.000000000
solvent_119 / solvent_181,0.00 / 1.00,-0.153930810 / 0.000000000
solvent_640 / solvent_702,0.00 / 1.00,0.416435790 / 0.000000000
solvent_329 / solvent_510,0.00 / 1.00,1.912838950 / 0.000000000
solvent_154 / solvent_396,0.00 / 1.00,-2.102701470 / 0.000000000
solvent_254 / solvent_746,0.00 / 1.00,-1.411383050 / 0.000000000
solvent_521 / solvent_740,0.00 / 1.00,-0.691921640 / 0.000000000
solvent_195 / solvent_626,0.00 / 1.00,0.537736770 / 0.000000000
solvent_104 / solvent_722,0.00 / 1.00,-0.390405600 / 0.000000000
solvent_69 / solvent_259,0.00 / 1.00,-0.030282170 / 0.000000000
solvent_229 / solvent_376,0.00 / 1.00,-0.175544600 / 0.000000000
solvent_513 / solvent_547,0.00 / 1.00,-0.255979200 / 0.000000000
solvent_374 / solvent_674,0.00 / 1.00,0.007246080 / 0.000000000
solvent_600 / solvent_652,0.00 / 1.00,3.976260480 / 0.000000000
solvent_275 / solvent_582,0.00 / 1.00,-0.288232170 / 0.000000000
solvent_804 / solvent_837,0.00 / 1.00,0.331266080 / 0.000000000
solvent_560 / solvent_664,0.00 / 1.00,1.811028800 / 0.000000000
solvent_1 / solvent_258,0.00 / 1.00,0.207281420 / 0.000000000
solvent_267 / solvent_604,0.00 / 1.00,-0.336903820 / 0.000000000
solvent_351 / solvent_439,0.00 / 1.00,3.637572930 / 0.000000000
solvent_616 / solvent_681,0.00 / 1.00,0.172659530 / 0.000000000
solvent_18 / solvent_646,0.00 / 1.00,0.228758850 / 0.000000000
solvent_237 / solvent_563,0.00 / 1.00,-0.024753340 / 0.000000000
solvent_650 / solvent_741,0.00 / 1.00,-2.402715030 / 0.000000000
solvent_66 / solvent_763,0.00 / 1.00,-0.230131590 / 0.000000000
solvent_611 / solvent_637,0.00 / 1.00,-0.663368120 / 0.000000000
solvent_662 / solvent_822,0.00 / 1.00,0.320532460 / 0.000000000
solvent_372 / solvent_664,0.00 / 1.00,5.794648170 / 0.000000000
solvent_117 / solvent_714,0.00 / 1.00,0.248083300 / 0.000000000
solvent_264 / solvent_608,0.00 / 1.00,-0.666864660 / 0.000000000
solvent_255 / solvent_475,0.00 / 1.00,1.293869500 / 0.000000000
solvent_275 / solvent_376,0.00 / 1.00,-0.375197770 / 0.000000000
solvent_155 / solvent_756,0.00 / 1.00,-0.005298680 / 0.000000000
solvent_72 / solvent_204,0.00 / 1.00,0.089052460 / 0.000000000
solvent_123 / solvent_679,0.00 / 1.00,3.121850200 / 0.000000000
solvent_679 / solvent_814,0.00 / 1.00,0.245990010 / 0.000000000
solvent_435 / solvent_771,0.00 / 1.00,0.028317280 / 0.000000000
solvent_622 / solvent_738,0.00 / 1.00,0.021406370 / 0.000000000
solvent_297 / solvent_390,0.00 / 1.00,0.438022830 / 0.000000000
solvent_23 / solvent_544,0.00 / 1.00,-6.875128630 / 0.000000000
solvent_609 / solvent_612,0.00 / 1.00,-0.033673370 / 0.000000000
solvent_397 / solvent_669,0.00 / 1.00,-0.001684660 / 0.000000000
solvent_6 / solvent_740,0.00 / 1.00,0.717128460 / 0.000000000
solvent_141 / solvent_821,0.00 / 1.00,-0.264353360 / 0.000000000
solvent_70 / solvent_115,0.00 / 1.00,0.146969020 / 0.000000000
solvent_162 / solvent_707,0.00 / 1.00,4.056781650 / 0.000000000
solvent_531 / solvent_604,0.00 / 1.00,1.601230930 / 0.000000000
solvent_468 / solvent_496,0.00 / 1.00,0.208924660 / 0.000000000
solvent_41 / solvent_631,0.00 / 1.00,0.417560680 / 0.000000000
solvent_389 / solvent_705,0.00 / 1.00,5.742130620 / 0.000000000
solvent_317 / solvent_648,0.00 / 1.00,-0.105700240 / 0.000000000
solvent_160 / solvent_629,0.00 / 1.00,1.140869890 / 0.000000000
solvent_74 / solvent_368,0.00 / 1.00,1.864207740 / 0.000000000
solvent_120 / solvent_177,0.00 / 1.00,0.074759620 / 0.000000000
solvent_351 / solvent_481,0.00 / 1.00,0.057719860 / 0.000000000
solvent_142 / solvent_260,0.00 / 1.00,0.451036670 / 0.000000000
solvent_462 / solvent_809,0.00 / 1.00,-0.354219940 / 0.000000000
solvent_69 / solvent_702,0.00 / 1.00,0.219914430 / 0.000000000
solvent_18 / solvent_251,0.00 / 1.00,-0.035364480 / 0.000000000
solvent_248 / solvent_534,0.00 / 1.00,-0.314430320 / 0.000000000
solvent_469 / solvent_806,0.00 / 1.00,-0.489357070 / 0.000000000
solvent_54 / solvent_164,0.00 / 1.00,0.166423620 / 0.000000000
solvent_680 / solvent_758,0.00 / 1.00,0.373928520 / 0.000000000
solvent_791 / solvent_811,0.00 / 1.00,-0.096046150 / 0.000000000
solvent_133 / solvent_663,0.00 / 1.00,1.063665720 / 0.000000000
solvent_221 / solvent_252,0.00 / 1.00,0.068213900 / 0.000000000
solvent_232 / solvent_674,0.00 / 1.00,0.582615880 / 0.000000000
solvent_61 / solvent_429,0.00 / 1.00,-0.144786060 / 0.000000000
solvent_340 / solvent_659,0.00 / 1.00,0.543735990 / 0.000000000
solvent_619 / solvent_676,0.00 / 1.00,0.902891220 / 0.000000000
solvent_30 / solvent_55,0.00 / 1.00,-0.099108110 / 0.000000000
solvent_269 / solvent_839,0.00 / 1.00,-0.039429040 / 0.000000000
solvent_20 / solvent_586,0.00 / 1.00,0.034853690 / 0.000000000
solvent_639 / solvent_695,0.00 / 1.00,-0.682847790 / 0.000000000
solvent_183 / solvent_687,0.00 / 1.00,3.238376670 / 0.000000000
solvent_597 / solvent_707,0.00 / 1.00,6.336642510 / 0.000000000
solvent_414 / solvent_471,0.00 / 1.00,0.092694160 / 0.000000000
solvent_419 / solvent_599,0.00 / 1.00,2.938492140 / 0.000000000
solvent_519 / solvent_690,0.00 / 1.00,0.003279720 / 0.000000000
solvent_628 / solvent_835,0.00 / 1.00,0.231380380 / 0.000000000
solvent_96 / solvent_549,0.00 / 1.00,-0.769444280 / 0.000000000
solvent_494 / solvent_668,0.00 / 1.00,0.740502370 / 0.000000000
solvent_348 / solvent_703,0.00 / 1.00,0.014785540 / 0.000000000
solvent_412 / solvent_674,0.00 / 1.00,-0.639872620 / 0.000000000
solvent_591 / solvent_648,0.00 / 1.00,0.028126740 / 0.000000000
solvent_56 / solvent_249,0.00 / 1.00,0.470691430 / 0.000000000
solvent_430 / solvent_816,0.00 / 1.00,-0.671515750 / 0.000000000
solvent_301 / solvent_773,0.00 / 1.00,0.153366480 / 0.000000000
solvent_63 / solvent_655,0.00 / 1.00,0.135621640 / 0.000000000
solvent_135 / solvent_797,0.00 / 1.00,0.248311180 / 0.000000000
solvent_750 / solvent_794,0.00 / 1.00,0.903168470 / 0.000000000
solvent_570 / solvent_615,0.00 / 1.00,1.309902870 / 0.000000000
solvent_482 / solvent_630,0.00 / 1.00,3.541543040 / 0.000000000
solvent_228 / solvent_642,0.00 / 1.00,0.230753650 / 0.000000000
solvent_463 / solvent_716,0.00 / 1.00,0.530908600 / 0.000000000
solvent_711 / solvent_814,0.00 / 1.00,-0.008001490 / 0.000000000
solvent_4 / solvent_728,0.00 / 1.00,0.041981680 / 0.000000000
solvent_125 / solvent_378,0.00 / 1.00,0.035502830 / 0.000000000
solvent_151 / solvent_338,0.00 / 1.00,0.980128810 / 0.000000000
solvent_184 / solvent_680,0.00 / 1.00,0.091137440 / 0.000000000
solvent_106 / solvent_747,0.00 / 1.00,1.236412330 / 0.000000000
solvent_507 / solvent_616,0.00 / 1.00,-0.093945750 / 0.000000000
solvent_287 / solvent_755,0.00 / 1.00,0.418499420 / 0.000000000
solvent_339 / solvent_649,0.00 / 1.00,0.007350050 / 0.000000000
solvent_103 / solvent_459,0.00 / 1.00,-0.049770500 / 0.000000000
solvent_40 / solvent_194,0.00 / 1.00,5.017831980 / 0.000000000
solvent_350 / solvent_399,0.00 / 1.00,0.762799010 / 0.000000000
solvent_418 / solvent_768,0.00 / 1.00,0.632959440 / 0.000000000
solvent_639 / solvent_820,0.00 / 1.00,0.164358280 / 0.000000000
solvent_482 / solvent_577,0.00 / 1.00,-0.027938020 / 0.000000000
solvent_269 / solvent_542,0.00 / 1.00,1.438517540 / 0.000000000
solvent_247 / solvent_564,0.00 / 1.00,0.060889700 / 0.000000000
solvent_52 / solvent_181,0.00 / 1.00,0.737352080 / 0.000000000
solvent_431 / solvent_726,0.00 / 1.00,0.215610990 / 0.000000000
solvent_263 / solvent_338,0.00 / 1.00,-0.994548550 / 0.000000000
solvent_356 / solvent_809,0.00 / 1.00,0.014984540 / 0.000000000
solvent_212 / solvent_735,0.00 / 1.00,0.581249700 / 0.000000000
solvent_483 / solvent_487,0.00 / 1.00,0.182556900 / 0.000000000
solvent_55 / solvent_794,0.00 / 1.00,0.279580020 / 0.000000000
solvent_121 / solvent_617,0.00 / 1.00,1.133586780 / 0.000000000
solvent_161 / solvent_378,0.00 / 1.00,0.648864250 / 0.000000000
solvent_429 / solvent_459,0.00 / 1.00,-0.257104690 / 0.000000000
solvent_250 / solvent_375,0.00 / 1.00,-0.342810800 / 0.000000000
solvent_750 / solvent_842,0.00 / 1.00,2.032148450 / 0.000000000
solvent_14 / solvent_559,0.00 / 1.00,-0.348964120 / 0.000000000
solvent_651 / solvent_817,0.00 / 1.00,-0.047417160 / 0.000000000
solvent_614 / solvent_774,0.00 / 1.00,-0.506554410 / 0.000000000
solvent_161 / solvent_236,0.00 / 1.00,1.029853690 / 0.000000000
solvent_22 / solvent_473,0.00 / 1.00,0.119686110 / 0.000000000
solvent_386 / solvent_438,0.00 / 1.00,-0.213156570 / 0.000000000
solvent_304 / solvent_465,0.00 / 1.00,0.451918720 / 0.000000000
solvent_500 / solvent_593,0.00 / 1.00,-0.582310080 / 0.000000000
solvent_595 / solvent_663,0.00 / 1.00,-0.350723470 / 0.000000000
solvent_487 / solvent_679,0.00 / 1.00,-0.663528140 / 0.000000000
solvent_189 / solvent_247,0.00 / 1.00,0.395360490 / 0.000000000
solvent_219 / solvent_822,0.00 / 1.00,1.971250810 / 0.000000000
solvent_382 / solvent_738,0.00 / 1.00,3.521453970 / 0.000000000
solvent_539 / solvent_716,0.00 / 1.00,4.287572070 / 0.000000000
solvent_358 / solvent_660,0.00 / 1.00,0.013124150 / 0.000000000
solvent_300 / solvent_774,0.00 / 1.00,-0.113947220 / 0.000000000
solvent_275 / solvent_341,0.00 / 1.00,-0.321206480 / 0.000000000
solvent_372 / solvent_719,0.00 / 1.00,5.041620210 / 0.000000000
solvent_506 / solvent_822,0.00 / 1.00,0.107474060 / 0.000000000
solvent_213 / solvent_719,0.00 / 1.00,-0.189914160 / 0.000000000
solvent_131 / solvent_456,0.00 / 1.00,0.247564230 / 0.000000000
solvent_172 / solvent_215,0.00 / 1.00,-0.000757910 / 0.000000000
solvent_44 / solvent_583,0.00 / 1.00,2.214610830 / 0.000000000
solvent_193 / solvent_212,0.00 / 1.00,0.438000740 / 0.000000000
solvent_76 / solvent_439,0.00 / 1.00,1.875606150 / 0.000000000
solvent_563 / solvent_646,0.00 / 1.00,-0.103905780 / 0.000000000
solvent_92 / solvent_554,0.00 / 1.00,2.745087320 / 0.000000000
solvent_264 / solvent_499,0.00 / 1.00,0.656653440 / 0.000000000
solvent_375 / solvent_691,0.00 / 1.00,-0.078584000 / 0.000000000
solvent_142 / solvent_586,0.00 / 1.00,-0.083588910 / 0.000000000
solvent_192 / solvent_746,0.00 / 1.00,-1.274438940 / 0.000000000
solvent_199 / solvent_382,0.00 / 1.00,1.410851030 / 0.000000000
solvent_550 / solvent_667,0.00 / 1.00,-0.108355780 / 0.000000000
solvent_674 / solvent_767,0.00 / 1.00,-0.262406760 / 0.000000000
solvent_218 / solvent_515,0.00 / 1.00,-0.042640830 / 0.000000000
solvent_527 / solvent_561,0.00 / 1.00,1.226423070 / 0.000000000
solvent_604 / solvent_795,0.00 / 1.00,0.403795840 / 0.000000000
solvent_72 / solvent_696,0.00 / 1.00,-0.018943540 / 0.000000000
solvent_197 / solvent_337,0.00 / 1.00,1.187154450 / 0.000000000
solvent_54 / solvent_71,0.00 / 1.00,0.039113190 / 0.000000000
solvent_232 / solvent_696,0.00 / 1.00,0.647258420 / 0.000000000
solvent_15 / solvent_817,0.00 / 1.00,-0.069508080 / 0.000000000
solvent_725 / solvent_748,0.00 / 1.00,0.432748760 / 0.000000000
solvent_72 / solvent_591,0.00 / 1.00,-0.380295220 / 0.000000000
solvent_501 / solvent_780,0.00 / 1.00,1.805419320 / 0.000000000
solvent_413 / solvent_594,0.00 / 1.00,1.657760180 / 0.000000000
solvent_150 / solvent_527,0.00 / 1.00,3.359336410 / 0.000000000
solvent_531 / solvent_634,0.00 / 1.00,1.644534650 / 0.000000000
solvent_766 / solvent_821,0.00 / 1.00,-0.010223460 / 0.000000000
solvent_253 / solvent_734,0.00 / 1.00,-0.422110650 / 0.000000000
solvent_21 / solvent_293,0.00 / 1.00,0.138139030 / 0.000000000
solvent_710 / solvent_718,0.00 / 1.00,-0.466048170 / 0.000000000
solvent_571 / solvent_677,0.00 / 1.00,5.868294310 / 0.000000000
solvent_25 / solvent_742,0.00 / 1.00,-1.155211610 / 0.000000000
solvent_63 / solvent_576,0.00 / 1.00,0.615135210 / 0.000000000
solvent_95 / solvent_231,0.00 / 1.00,2.922382360 / 0.000000000
solvent_277 / solvent_470,0.00 / 1.00,-0.850584120 / 0.000000000
solvent_588 / solvent_758,0.00 / 1.00,-0.121307370 / 0.000000000
solvent_300 / solvent_747,0.00 / 1.00,-0.213274300 / 0.000000000
solvent_412 / solvent_677,0.00 / 1.00,1.350061830 / 0.000000000
solvent_181 / solvent_701,0.00 / 1.00,2.470818900 / 0.000000000
solvent_107 / solvent_696,0.00 / 1.00,0.004836480 / 0.000000000
solvent_391 / solvent_686,0.00 / 1.00,-0.766587380 / 0.000000000
solvent_671 / solvent_790,0.00 / 1.00,-0.045544500 / 0.000000000
solvent_85 / solvent_718,0.00 / 1.00,0.400394060 / 0.000000000
solvent_105 / solvent_624,0.00 / 1.00,0.515015380 / 0.000000000
solvent_228 / solvent_229,0.00 / 1.00,-0.644935510 / 0.000000000
solvent_478 / solvent_818,0.00 / 1.00,-0.020674920 / 0.000000000
solvent_233 / solvent_782,0.00 / 1.00,0.556056880 / 0.000000000
solvent_489 / solvent_525,0.00 / 1.00,0.531473640 / 0.000000000
solvent_189 / solvent_251,0.00 / 1.00,-0.137012980 / 0.000000000
solvent_693 / solvent_723,0.00 / 1.00,0.405470720 / 0.000000000
solvent_256 / solvent_718,0.00 / 1.00,0.088235650 / 0.000000000
solvent_164 / solvent_347,0.00 / 1.00,2.568780190 / 0.000000000
solvent_194 / solvent_200,0.00 / 1.00,0.685619520 / 0.000000000
solvent_20 / solvent_57,0.00 / 1.00,0.122181860 / 0.000000000
solvent_448 / solvent_678,0.00 / 1.00,-0.673647230 / 0.000000000
solvent_280 / solvent_334,0.00 / 1.00,-0.375168660 / 0.000000000
solvent_76 / solvent_669,0.00 / 1.00,-0.023242190 / 0.000000000
solvent_535 / solvent_568,0.00 / 1.00,0.758493550 / 0.000000000
solvent_109 / solvent_431,0.00 / 1.00,-0.443510700 / 0.000000000
solvent_120 / solvent_259,0.00 / 1.00,0.006292200 / 0.000000000
solvent_520 / solvent_830,0.00 / 1.00,-0.043642320 / 0.000000000
solvent_96 / solvent_513,0.00 / 1.00,0.614782860 / 0.000000000
solvent_450 / solvent_654,0.00 / 1.00,-0.125229900 / 0.000000000
solvent_23 / solvent_144,0.00 / 1.00,-2.613995590 / 0.000000000
solvent_70 / solvent_522,0.00 / 1.00,0.915667770 / 0.000000000
solvent_24 / solvent_85,0.00 / 1.00,4.585743960 / 0.000000000
solvent_4 / solvent_557,0.00 / 1.00,-0.003452890 / 0.000000000
solvent_675 / solvent_805,0.00 / 1.00,-0.059490790 / 0.000000000
solvent_212 / solvent_690,0.00 / 1.00,0.055433440 / 0.000000000
solvent_16 / solvent_686,0.00 / 1.00,-0.270861950 / 0.000000000
solvent_263 / solvent_412,0.00 / 1.00,-1.915853160 / 0.000000000
solvent_627 / solvent_654,0.00 / 1.00,-0.945948270 / 0.000000000
solvent_217 / solvent_551,0.00 / 1.00,0.211056930 / 0.000000000
solvent_48 / solvent_776,0.00 / 1.00,-1.542130340 / 0.000000000
solvent_360 / solvent_542,0.00 / 1.00,1.254733020 / 0.000000000
solvent_416 / solvent_679,0.00 / 1.00,1.156464700 / 0.000000000
solvent_362 / solvent_586,0.00 / 1.00,1.109321130 / 0.000000000
solvent_334 / solvent_338,0.00 / 1.00,0.894259930 / 0.000000000
solvent_180 / solvent_509,0.00 / 1.00,-0.018835380 / 0.000000000
solvent_66 / solvent_456,0.00 / 1.00,-0.123394440 / 0.000000000
solvent_220 / solvent_636,0.00 / 1.00,-2.247631600 / 0.000000000
solvent_467 / solvent_718,0.00 / 1.00,0.396611100 / 0.000000000
solvent_62 / solvent_482,0.00 / 1.00,1.520753710 / 0.000000000
solvent_74 / solvent_693,0.00 / 1.00,1.415035710 / 0.000000000
solvent_271 / solvent_738,0.00 / 1.00,-0.081359460 / 0.000000000
solvent_272 / solvent_783,0.00 / 1.00,-0.346314510 / 0.000000000
solvent_370 / solvent_417,0.00 / 1.00,-0.454236280 / 0.000000000
solvent_83 / solvent_805,0.00 / 1.00,1.549989480 / 0.000000000
solvent_373 / solvent_586,0.00 / 1.00,0.372126990 / 0.000000000
solvent_98 / solvent_464,0.00 / 1.00,0.177397820 / 0.000000000
solvent_12 / solvent_541,0.00 / 1.00,-0.593951720 / 0.000000000
solvent_135 / solvent_636,0.00 / 1.00,-0.381157590 / 0.000000000
solvent_71 / solvent_169,0.00 / 1.00,-0.030039000 / 0.000000000
solvent_705 / solvent_816,0.00 / 1.00,0.817500570 / 0.000000000
solvent_552 / solvent_827,0.00 / 1.00,-0.799155720 / 0.000000000
solvent_52 / solvent_573,0.00 / 1.00,7.236399770 / 0.000000000
solvent_225 / solvent_394,0.00 / 1.00,0.837773840 / 0.000000000
solvent_316 / solvent_578,0.00 / 1.00,0.510729050 / 0.000000000
solvent_272 / solvent_321,0.00 / 1.00,-0.009085880 / 0.000000000
solvent_54 / solvent_619,0.00 / 1.00,0.419355860 / 0.000000000
solvent_507 / solvent_722,0.00 / 1.00,-1.368278580 / 0.000000000
solvent_368 / solvent_488,0.00 / 1.00,-0.861659470 / 0.000000000
solvent_616 / solvent_714,0.00 / 1.00,0.258406000 / 0.000000000
solvent_227 / solvent_666,0.00 / 1.00,4.573366370 / 0.000000000
solvent_191 / solvent_560,0.00 / 1.00,-0.126265520 / 0.000000000
solvent_163 / solvent_316,0.00 / 1.00,1.536033980 / 0.000000000
solvent_48 / solvent_215,0.00 / 1.00,-0.095572650 / 0.000000000
solvent_293 / solvent_741,0.00 / 1.00,0.682578490 / 0.000000000
solvent_177 / solvent_642,0.00 / 1.00,-0.888183690 / 0.000000000
solvent_300 / solvent_417,0.00 / 1.00,0.048273200 / 0.000000000
solvent_360 / solvent_595,0.00 / 1.00,-0.500767700 / 0.000000000
solvent_432 / solvent_657,0.00 / 1.00,-0.072821610 / 0.000000000
solvent_607 / solvent_718,0.00 / 1.00,0.607772430 / 0.000000000
solvent_345 / solvent_553,0.00 / 1.00,0.373114940 / 0.000000000
solvent_121 / solvent_737,0.00 / 1.00,-0.312727370 / 0.000000000
solvent_307 / solvent_418,0.00 / 1.00,0.738227680 / 0.000000000
solvent_479 / solvent_651,0.00 / 1.00,1.124846050 / 0.000000000
solvent_498 / solvent_551,0.00 / 1.00,-0.097581680 / 0.000000000
solvent_70 / solvent_819,0.00 / 1.00,-0.261783830 / 0.000000000
solvent_182 / solvent_440,0.00 / 1.00,2.060008590 / 0.000000000
solvent_248 / solvent_833,0.00 / 1.00,0.461040440 / 0.000000000
solvent_379 / solvent_593,0.00 / 1.00,-0.171363460 / 0.000000000
solvent_515 / solvent_779,0.00 / 1.00,4.498151040 / 0.000000000
