solv_i_id,molefrac_i,ln_gamma_i
solvent_468 / solvent_678,0.10 / 0.90,0.124313710 / 0.000037000
solvent_20 / solvent_234,0.10 / 0.90,1.140567930 / 0.008150790
solvent_66 / solvent_833,0.10 / 0.90,0.234406970 / 0.002664580
solvent_296 / solvent_746,0.10 / 0.90,-2.066786090 / -0.022035040
solvent_80 / solvent_191,0.10 / 0.90,0.546586240 / 0.005924020
solvent_103 / solvent_651,0.10 / 0.90,-0.055078510 / -0.002262300
solvent_184 / solvent_212,0.10 / 0.90,-0.044021580 / -0.000391150
solvent_423 / solvent_766,0.10 / 0.90,2.665248570 / 0.052721470
solvent_699 / solvent_700,0.10 / 0.90,0.071070580 / 0.000930210
solvent_545 / solvent_686,0.10 / 0.90,-0.117584850 / -0.003180200
solvent_185 / solvent_566,0.10 / 0.90,-0.613119870 / -0.009945380
solvent_77 / solvent_814,0.10 / 0.90,0.290816680 / 0.004085890
solvent_452 / solvent_648,0.10 / 0.90,0.314086590 / -0.000386300
solvent_249 / solvent_331,0.10 / 0.90,-0.609190810 / -0.022297770
solvent_113 / solvent_551,0.10 / 0.90,1.274118620 / 0.017122090
solvent_248 / solvent_416,0.10 / 0.90,0.497363200 / 0.003950740
solvent_583 / solvent_728,0.10 / 0.90,0.539232370 / 0.008890000
solvent_522 / solvent_620,0.10 / 0.90,-0.136110460 / -0.001790230
solvent_67 / solvent_161,0.10 / 0.90,0.006770190 / -0.000092600
solvent_589 / solvent_640,0.10 / 0.90,-0.085370080 / -0.000979910
solvent_70 / solvent_841,0.10 / 0.90,-0.271440380 / -0.002388880
solvent_10 / solvent_670,0.10 / 0.90,0.052322410 / 0.000391920
solvent_640 / solvent_662,0.10 / 0.90,-0.028555580 / -0.000545610
solvent_500 / solvent_839,0.10 / 0.90,0.403912150 / 0.000750320
solvent_242 / solvent_253,0.10 / 0.90,1.217336870 / 0.046299610
solvent_257 / solvent_447,0.10 / 0.90,2.971263080 / 0.064482460
solvent_88 / solvent_677,0.10 / 0.90,0.039447520 / 0.000490310
solvent_570 / solvent_830,0.10 / 0.90,1.440057570 / 0.045751880
solvent_3 / solvent_315,0.10 / 0.90,0.229897850 / 0.003763410
solvent_3 / solvent_389,0.10 / 0.90,-0.681267350 / -0.013722700
solvent_111 / solvent_203,0.10 / 0.90,0.031823180 / 0.000703710
solvent_233 / solvent_307,0.10 / 0.90,1.013994380 / 0.026563750
solvent_73 / solvent_795,0.10 / 0.90,0.013722400 / -0.001390060
solvent_267 / solvent_375,0.10 / 0.90,-0.243753560 / -0.006237570
solvent_200 / solvent_560,0.10 / 0.90,0.510009590 / 0.003058930
solvent_203 / solvent_360,0.10 / 0.90,-0.236543790 / -0.004836160
solvent_186 / solvent_670,0.10 / 0.90,0.419541660 / 0.004957560
solvent_380 / solvent_807,0.10 / 0.90,0.004904210 / 0.000072100
solvent_368 / solvent_793,0.10 / 0.90,0.603386660 / -0.002368990
solvent_393 / solvent_760,0.10 / 0.90,0.301747990 / 0.008081590
solvent_233 / solvent_769,0.10 / 0.90,0.186638900 / 0.001355790
solvent_23 / solvent_403,0.10 / 0.90,1.171158140 / -0.000689500
solvent_423 / solvent_496,0.10 / 0.90,1.899150720 / 0.021677760
solvent_40 / solvent_435,0.10 / 0.90,-1.620169430 / -0.022308200
solvent_80 / solvent_681,0.10 / 0.90,0.255769380 / 0.003678720
solvent_99 / solvent_239,0.10 / 0.90,-0.594531260 / -0.008388210
solvent_339 / solvent_480,0.10 / 0.90,-0.842054280 / -0.011753190
solvent_113 / solvent_778,0.10 / 0.90,0.040950140 / -0.006460930
solvent_647 / solvent_744,0.10 / 0.90,0.543500080 / 0.008712010
solvent_423 / solvent_759,0.10 / 0.90,-0.016591570 / 0.000601360
solvent_522 / solvent_645,0.10 / 0.90,0.537851940 / -0.006857170
solvent_10 / solvent_82,0.10 / 0.90,0.229002440 / 0.002779060
solvent_178 / solvent_779,0.10 / 0.90,-0.200708080 / -0.002339130
solvent_27 / solvent_650,0.10 / 0.90,-0.023602790 / -0.003106180
solvent_367 / solvent_415,0.10 / 0.90,0.052054850 / 0.002088640
solvent_106 / solvent_465,0.10 / 0.90,0.253891730 / 0.003608500
solvent_170 / solvent_374,0.10 / 0.90,-0.175125050 / -0.003392250
solvent_72 / solvent_184,0.10 / 0.90,0.011137930 / 0.000203390
solvent_152 / solvent_500,0.10 / 0.90,0.719371050 / 0.018155340
solvent_449 / solvent_470,0.10 / 0.90,-0.015737130 / -0.000118110
solvent_464 / solvent_694,0.10 / 0.90,0.395475590 / 0.003805220
solvent_119 / solvent_181,0.10 / 0.90,-0.042317480 / -0.005949860
solvent_640 / solvent_702,0.10 / 0.90,-0.641194250 / 0.060462610
solvent_329 / solvent_510,0.10 / 0.90,1.231970280 / 0.030217010
solvent_154 / solvent_396,0.10 / 0.90,-1.563888670 / -0.028664170
solvent_254 / solvent_746,0.10 / 0.90,-1.182532840 / -0.012543830
solvent_521 / solvent_740,0.10 / 0.90,-0.593859570 / -0.005501090
solvent_195 / solvent_626,0.10 / 0.90,0.265634180 / 0.012857820
solvent_104 / solvent_722,0.10 / 0.90,-0.305254930 / -0.004479190
solvent_69 / solvent_259,0.10 / 0.90,-0.021265490 / -0.000452330
solvent_229 / solvent_376,0.10 / 0.90,-0.095810960 / -0.003888260
solvent_513 / solvent_547,0.10 / 0.90,-0.223843900 / -0.001777520
solvent_374 / solvent_674,0.10 / 0.90,0.001721800 / 0.000460260
solvent_600 / solvent_652,0.10 / 0.90,2.753306530 / 0.054927050
solvent_275 / solvent_582,0.10 / 0.90,-0.243195260 / -0.002367500
solvent_804 / solvent_837,0.10 / 0.90,0.299737410 / 0.001682320
solvent_560 / solvent_664,0.10 / 0.90,1.443093150 / 0.019079160
solvent_1 / solvent_258,0.10 / 0.90,0.194933280 / 0.000670910
solvent_267 / solvent_604,0.10 / 0.90,-0.230141530 / -0.005334670
solvent_351 / solvent_439,0.10 / 0.90,2.898592130 / 0.038325600
solvent_616 / solvent_681,0.10 / 0.90,0.146307580 / 0.001411480
solvent_18 / solvent_646,0.10 / 0.90,0.196726120 / 0.001680630
solvent_237 / solvent_563,0.10 / 0.90,-0.020866570 / -0.000225320
solvent_650 / solvent_741,0.10 / 0.90,-2.227872760 / -0.009742260
solvent_66 / solvent_763,0.10 / 0.90,-0.179313690 / -0.002664390
solvent_611 / solvent_637,0.10 / 0.90,-0.587294150 / -0.004083320
solvent_662 / solvent_822,0.10 / 0.90,0.229418000 / 0.004643970
solvent_372 / solvent_664,0.10 / 0.90,1.769518030 / 0.118684230
solvent_117 / solvent_714,0.10 / 0.90,0.198320710 / 0.002572520
solvent_264 / solvent_608,0.10 / 0.90,-0.450483770 / -0.010267950
solvent_255 / solvent_475,0.10 / 0.90,1.342747670 / 0.002893430
solvent_275 / solvent_376,0.10 / 0.90,-0.290277860 / -0.004559070
solvent_155 / solvent_756,0.10 / 0.90,0.054967050 / -0.003766510
solvent_72 / solvent_204,0.10 / 0.90,0.075579710 / 0.000709080
solvent_123 / solvent_679,0.10 / 0.90,1.691946830 / 0.055345540
solvent_679 / solvent_814,0.10 / 0.90,0.167284910 / 0.003828870
solvent_435 / solvent_771,0.10 / 0.90,0.015405170 / 0.000660730
solvent_622 / solvent_738,0.10 / 0.90,0.018835740 / 0.000133700
solvent_297 / solvent_390,0.10 / 0.90,0.399806960 / 0.002075230
solvent_23 / solvent_544,0.10 / 0.90,-6.152704270 / -0.042960450
solvent_609 / solvent_612,0.10 / 0.90,-0.027316360 / -0.000327060
solvent_397 / solvent_669,0.10 / 0.90,-0.001412060 / -0.000038400
solvent_6 / solvent_740,0.10 / 0.90,0.645640900 / 0.003766370
solvent_141 / solvent_821,0.10 / 0.90,-0.236087850 / -0.001563490
solvent_70 / solvent_115,0.10 / 0.90,0.123979850 / 0.001233790
solvent_162 / solvent_707,0.10 / 0.90,3.432662270 / 0.033072640
solvent_531 / solvent_604,0.10 / 0.90,1.316662290 / 0.014995090
solvent_468 / solvent_496,0.10 / 0.90,0.181944800 / 0.001460200
solvent_41 / solvent_631,0.10 / 0.90,0.354623570 / 0.003397350
solvent_389 / solvent_705,0.10 / 0.90,1.938918060 / 0.107836910
solvent_317 / solvent_648,0.10 / 0.90,-0.090414540 / -0.000818190
solvent_160 / solvent_629,0.10 / 0.90,0.859301870 / 0.015707710
solvent_74 / solvent_368,0.10 / 0.90,0.914100380 / 0.039866410
solvent_120 / solvent_177,0.10 / 0.90,0.056690860 / 0.000962200
solvent_351 / solvent_481,0.10 / 0.90,0.031292340 / 0.001258730
solvent_142 / solvent_260,0.10 / 0.90,0.294302480 / 0.007343700
solvent_462 / solvent_809,0.10 / 0.90,-0.302852760 / -0.002736470
solvent_69 / solvent_702,0.10 / 0.90,0.196459100 / 0.001181000
solvent_18 / solvent_251,0.10 / 0.90,-0.040647520 / 0.000175900
solvent_248 / solvent_534,0.10 / 0.90,-0.281148020 / -0.001761530
solvent_469 / solvent_806,0.10 / 0.90,-0.328579360 / -0.007771590
solvent_54 / solvent_164,0.10 / 0.90,0.118415360 / 0.002602110
solvent_680 / solvent_758,0.10 / 0.90,0.310194450 / 0.003277460
solvent_791 / solvent_811,0.10 / 0.90,-0.101458940 / 0.000164510
solvent_133 / solvent_663,0.10 / 0.90,0.663893990 / 0.020181290
solvent_221 / solvent_252,0.10 / 0.90,0.065491790 / 0.000160740
solvent_232 / solvent_674,0.10 / 0.90,0.491193560 / 0.004838330
solvent_61 / solvent_429,0.10 / 0.90,-0.126497280 / -0.001016280
solvent_340 / solvent_659,0.10 / 0.90,0.534352240 / 0.002777920
solvent_619 / solvent_676,0.10 / 0.90,0.548249210 / 0.013825160
solvent_30 / solvent_55,0.10 / 0.90,-0.080038360 / -0.001026390
solvent_269 / solvent_839,0.10 / 0.90,-0.029944400 / -0.000633770
solvent_20 / solvent_586,0.10 / 0.90,0.030378190 / 0.000208270
solvent_639 / solvent_695,0.10 / 0.90,-0.558579300 / -0.006423090
solvent_183 / solvent_687,0.10 / 0.90,1.677740320 / 0.056618020
solvent_597 / solvent_707,0.10 / 0.90,4.990859160 / 0.064693030
solvent_414 / solvent_471,0.10 / 0.90,0.084321560 / 0.000494850
solvent_419 / solvent_599,0.10 / 0.90,2.146814470 / 0.040250240
solvent_519 / solvent_690,0.10 / 0.90,0.003064740 / 0.000015700
solvent_628 / solvent_835,0.10 / 0.90,0.201417840 / 0.001616740
solvent_96 / solvent_549,0.10 / 0.90,-0.564936980 / -0.010587450
solvent_494 / solvent_668,0.10 / 0.90,0.385861520 / 0.017238910
solvent_348 / solvent_703,0.10 / 0.90,0.028682470 / -0.000722140
solvent_412 / solvent_674,0.10 / 0.90,-0.523744740 / -0.006370840
solvent_591 / solvent_648,0.10 / 0.90,0.026058780 / 0.000067100
solvent_56 / solvent_249,0.10 / 0.90,0.351231390 / 0.005880840
solvent_430 / solvent_816,0.10 / 0.90,-0.017301180 / -0.015827340
solvent_301 / solvent_773,0.10 / 0.90,0.111773720 / 0.002148480
solvent_63 / solvent_655,0.10 / 0.90,0.125481450 / 0.000549970
solvent_135 / solvent_797,0.10 / 0.90,0.263411670 / -0.000500820
solvent_750 / solvent_794,0.10 / 0.90,0.751794860 / 0.008014960
solvent_570 / solvent_615,0.10 / 0.90,0.566104040 / 0.032899550
solvent_482 / solvent_630,0.10 / 0.90,2.025238340 / 0.067874480
solvent_228 / solvent_642,0.10 / 0.90,0.192608910 / 0.002099510
solvent_463 / solvent_716,0.10 / 0.90,0.466121610 / 0.003488640
solvent_711 / solvent_814,0.10 / 0.90,-0.014780310 / 0.000260430
solvent_4 / solvent_728,0.10 / 0.90,0.043947250 / 0.000134960
solvent_125 / solvent_378,0.10 / 0.90,0.031155610 / 0.000198460
solvent_151 / solvent_338,0.10 / 0.90,0.860122890 / 0.006401320
solvent_184 / solvent_680,0.10 / 0.90,0.075977160 / 0.000795450
solvent_106 / solvent_747,0.10 / 0.90,1.049189920 / 0.009817800
solvent_507 / solvent_616,0.10 / 0.90,-0.087043570 / -0.000473020
solvent_287 / solvent_755,0.10 / 0.90,0.355546230 / 0.003338470
solvent_339 / solvent_649,0.10 / 0.90,0.005969210 / 0.000079400
solvent_103 / solvent_459,0.10 / 0.90,-0.026714370 / -0.001107510
solvent_40 / solvent_194,0.10 / 0.90,2.660976730 / 0.086194710
solvent_350 / solvent_399,0.10 / 0.90,0.621337900 / 0.007391910
solvent_418 / solvent_768,0.10 / 0.90,0.484796510 / 0.007622090
solvent_639 / solvent_820,0.10 / 0.90,0.147176080 / 0.001014100
solvent_482 / solvent_577,0.10 / 0.90,-0.027577550 / -0.000084900
solvent_269 / solvent_542,0.10 / 0.90,1.119320780 / 0.016425450
solvent_247 / solvent_564,0.10 / 0.90,0.050166000 / 0.000555290
solvent_52 / solvent_181,0.10 / 0.90,0.627073120 / 0.005908480
solvent_431 / solvent_726,0.10 / 0.90,0.234959810 / 0.003111320
solvent_263 / solvent_338,0.10 / 0.90,-0.923351880 / -0.004037780
solvent_356 / solvent_809,0.10 / 0.90,0.014373280 / 0.000000840
solvent_212 / solvent_735,0.10 / 0.90,0.503745430 / 0.004184940
solvent_483 / solvent_487,0.10 / 0.90,0.157503210 / 0.001387630
solvent_55 / solvent_794,0.10 / 0.90,0.252113620 / 0.001490280
solvent_121 / solvent_617,0.10 / 0.90,0.580813770 / 0.021958930
solvent_161 / solvent_378,0.10 / 0.90,0.596923350 / 0.002764130
solvent_429 / solvent_459,0.10 / 0.90,-0.163175690 / -0.004620510
solvent_250 / solvent_375,0.10 / 0.90,-0.291551220 / -0.002771280
solvent_750 / solvent_842,0.10 / 0.90,1.491715030 / 0.028746050
solvent_14 / solvent_559,0.10 / 0.90,-0.323000240 / -0.001549940
solvent_651 / solvent_817,0.10 / 0.90,-0.038208540 / -0.000521920
solvent_614 / solvent_774,0.10 / 0.90,-0.456054510 / -0.002673590
solvent_161 / solvent_236,0.10 / 0.90,0.890075870 / 0.007294420
solvent_22 / solvent_473,0.10 / 0.90,0.095073420 / 0.001302530
solvent_386 / solvent_438,0.10 / 0.90,-0.110395020 / -0.004829550
solvent_304 / solvent_465,0.10 / 0.90,0.377402050 / 0.003905160
solvent_500 / solvent_593,0.10 / 0.90,-0.426110300 / -0.008024950
solvent_595 / solvent_663,0.10 / 0.90,-0.284954210 / -0.003560150
solvent_487 / solvent_679,0.10 / 0.90,-0.534544030 / -0.007026420
solvent_189 / solvent_247,0.10 / 0.90,0.383417920 / 0.001356400
solvent_219 / solvent_822,0.10 / 0.90,0.489868960 / 0.036941570
solvent_382 / solvent_738,0.10 / 0.90,1.897425260 / 0.056491620
solvent_539 / solvent_716,0.10 / 0.90,3.698125680 / 0.026743900
solvent_358 / solvent_660,0.10 / 0.90,0.010289740 / 0.000162620
solvent_300 / solvent_774,0.10 / 0.90,-0.148786080 / 0.001745590
solvent_275 / solvent_341,0.10 / 0.90,-0.283497260 / -0.002054470
solvent_372 / solvent_719,0.10 / 0.90,1.796034160 / 0.101201930
solvent_506 / solvent_822,0.10 / 0.90,0.048622280 / 0.000994010
solvent_213 / solvent_719,0.10 / 0.90,-0.133444010 / -0.002968010
solvent_131 / solvent_456,0.10 / 0.90,0.133301810 / 0.005448400
solvent_172 / solvent_215,0.10 / 0.90,-0.000557300 / -0.000028400
solvent_44 / solvent_583,0.10 / 0.90,1.272060760 / 0.039749160
solvent_193 / solvent_212,0.10 / 0.90,0.366464580 / 0.003683040
solvent_76 / solvent_439,0.10 / 0.90,1.592148940 / 0.021491540
solvent_563 / solvent_646,0.10 / 0.90,-0.093026860 / -0.000621130
solvent_92 / solvent_554,0.10 / 0.90,1.249624440 / 0.051871100
solvent_264 / solvent_499,0.10 / 0.90,0.601278450 / 0.003077200
solvent_375 / solvent_691,0.10 / 0.90,-0.072561080 / -0.000284690
solvent_142 / solvent_586,0.10 / 0.90,-0.068295350 / -0.000828160
solvent_192 / solvent_746,0.10 / 0.90,-1.066838030 / -0.011049140
solvent_199 / solvent_382,0.10 / 0.90,1.303333810 / 0.005864360
solvent_550 / solvent_667,0.10 / 0.90,-0.178728170 / 0.004740380
solvent_674 / solvent_767,0.10 / 0.90,-0.209222900 / -0.002802110
solvent_218 / solvent_515,0.10 / 0.90,-0.033297270 / -0.000460870
solvent_527 / solvent_561,0.10 / 0.90,0.943059260 / 0.014669180
solvent_604 / solvent_795,0.10 / 0.90,0.358212050 / 0.002689420
solvent_72 / solvent_696,0.10 / 0.90,-0.011930040 / -0.000358010
solvent_197 / solvent_337,0.10 / 0.90,0.887242570 / 0.015315820
solvent_54 / solvent_71,0.10 / 0.90,0.020330090 / 0.000673380
solvent_232 / solvent_696,0.10 / 0.90,0.559518490 / 0.004679530
solvent_15 / solvent_817,0.10 / 0.90,-0.060086970 / -0.000526890
solvent_725 / solvent_748,0.10 / 0.90,0.389341050 / 0.002955900
solvent_72 / solvent_591,0.10 / 0.90,-0.291951100 / -0.004569630
solvent_501 / solvent_780,0.10 / 0.90,0.804231470 / 0.046108620
solvent_413 / solvent_594,0.10 / 0.90,0.661570810 / 0.040155470
solvent_150 / solvent_527,0.10 / 0.90,1.499563740 / 0.061133840
solvent_531 / solvent_634,0.10 / 0.90,1.294358750 / 0.018255920
solvent_766 / solvent_821,0.10 / 0.90,-0.007940970 / -0.000119830
solvent_253 / solvent_734,0.10 / 0.90,-0.371989570 / -0.002648410
solvent_21 / solvent_293,0.10 / 0.90,0.125182200 / 0.000700720
solvent_710 / solvent_718,0.10 / 0.90,-0.409319230 / -0.003096720
solvent_571 / solvent_677,0.10 / 0.90,3.054979690 / 0.081415390
solvent_25 / solvent_742,0.10 / 0.90,-0.922260830 / -0.012429400
solvent_63 / solvent_576,0.10 / 0.90,0.519694360 / 0.005061000
solvent_95 / solvent_231,0.10 / 0.90,1.283368520 / 0.068041900
solvent_277 / solvent_470,0.10 / 0.90,-0.757923210 / -0.005056440
solvent_588 / solvent_758,0.10 / 0.90,-0.129165300 / 0.000093200
solvent_300 / solvent_747,0.10 / 0.90,-0.171235430 / -0.002167100
solvent_412 / solvent_677,0.10 / 0.90,1.098398730 / 0.013046910
solvent_181 / solvent_701,0.10 / 0.90,0.422705610 / 0.061644010
solvent_107 / solvent_696,0.10 / 0.90,0.004572660 / 0.000005980
solvent_391 / solvent_686,0.10 / 0.90,-0.531806770 / -0.003860110
solvent_671 / solvent_790,0.10 / 0.90,-0.038993570 / -0.000346970
solvent_85 / solvent_718,0.10 / 0.90,0.333391100 / 0.003554190
solvent_105 / solvent_624,0.10 / 0.90,0.382182220 / 0.007125380
solvent_228 / solvent_229,0.10 / 0.90,-0.494086180 / -0.008288500
solvent_478 / solvent_818,0.10 / 0.90,-0.020385610 / 0.000010100
solvent_233 / solvent_782,0.10 / 0.90,0.517730770 / 0.002759830
solvent_489 / solvent_525,0.10 / 0.90,0.405163450 / 0.006502260
solvent_189 / solvent_251,0.10 / 0.90,-0.108561970 / -0.001539010
solvent_693 / solvent_723,0.10 / 0.90,0.277107780 / 0.006251820
solvent_256 / solvent_718,0.10 / 0.90,0.091767710 / 0.000124740
solvent_164 / solvent_347,0.10 / 0.90,0.848996220 / 0.052072720
solvent_194 / solvent_200,0.10 / 0.90,0.605557600 / 0.004289400
solvent_20 / solvent_57,0.10 / 0.90,0.109713490 / 0.000669410
solvent_448 / solvent_678,0.10 / 0.90,-0.483691600 / -0.009689430
solvent_280 / solvent_334,0.10 / 0.90,-0.312515330 / -0.003377630
solvent_76 / solvent_669,0.10 / 0.90,-0.000739660 / -0.000756150
solvent_535 / solvent_568,0.10 / 0.90,0.552906750 / 0.010447380
solvent_109 / solvent_431,0.10 / 0.90,-0.394217950 / -0.004048230
solvent_120 / solvent_259,0.10 / 0.90,0.103187220 / -0.002898620
solvent_520 / solvent_830,0.10 / 0.90,-0.036519310 / -0.000464990
solvent_96 / solvent_513,0.10 / 0.90,0.413888140 / 0.010124810
solvent_450 / solvent_654,0.10 / 0.90,-0.109656710 / -0.000867610
solvent_23 / solvent_144,0.10 / 0.90,-2.157852470 / -0.025000550
solvent_70 / solvent_522,0.10 / 0.90,0.619526250 / 0.014818220
solvent_24 / solvent_85,0.10 / 0.90,1.964095600 / 0.068069730
solvent_4 / solvent_557,0.10 / 0.90,0.069725760 / -0.003545640
solvent_675 / solvent_805,0.10 / 0.90,-0.044112360 / -0.000781340
solvent_212 / solvent_690,0.10 / 0.90,0.048013190 / 0.000423790
solvent_16 / solvent_686,0.10 / 0.90,-0.194494650 / -0.003806430
solvent_263 / solvent_412,0.10 / 0.90,-1.554675080 / -0.019793900
solvent_627 / solvent_654,0.10 / 0.90,-0.842552740 / -0.005689960
solvent_217 / solvent_551,0.10 / 0.90,0.158787470 / 0.002701130
solvent_48 / solvent_776,0.10 / 0.90,-0.957019600 / -0.031569890
solvent_360 / solvent_542,0.10 / 0.90,0.902508110 / 0.017947530
solvent_416 / solvent_679,0.10 / 0.90,0.716257280 / 0.013045430
solvent_362 / solvent_586,0.10 / 0.90,0.890886880 / 0.011325060
solvent_334 / solvent_338,0.10 / 0.90,0.747176180 / 0.007855560
solvent_180 / solvent_509,0.10 / 0.90,-0.007018600 / -0.000563820
solvent_66 / solvent_456,0.10 / 0.90,-0.103515670 / -0.000981280
solvent_220 / solvent_636,0.10 / 0.90,-2.166538580 / -0.008062910
solvent_467 / solvent_718,0.10 / 0.90,0.309463160 / 0.004558450
solvent_62 / solvent_482,0.10 / 0.90,1.130303950 / 0.019988310
solvent_74 / solvent_693,0.10 / 0.90,1.003368000 / 0.019758170
solvent_271 / solvent_738,0.10 / 0.90,-0.085395360 / 0.000322330
solvent_272 / solvent_783,0.10 / 0.90,-0.300987830 / -0.002450560
solvent_370 / solvent_417,0.10 / 0.90,-0.285866790 / -0.008590870
solvent_83 / solvent_805,0.10 / 0.90,1.159331690 / 0.015850900
solvent_373 / solvent_586,0.10 / 0.90,0.305210590 / 0.003424310
solvent_98 / solvent_464,0.10 / 0.90,0.098872240 / 0.003651620
solvent_12 / solvent_541,0.10 / 0.90,-0.376227300 / -0.010383860
solvent_135 / solvent_636,0.10 / 0.90,-0.332891520 / -0.002664500
solvent_71 / solvent_169,0.10 / 0.90,-0.025705500 / -0.000254880
solvent_705 / solvent_816,0.10 / 0.90,0.632308660 / 0.009513380
solvent_552 / solvent_827,0.10 / 0.90,-0.561007910 / -0.012062430
solvent_52 / solvent_573,0.10 / 0.90,2.848521490 / 0.141045960
solvent_225 / solvent_394,0.10 / 0.90,0.736954280 / 0.005396730
solvent_316 / solvent_578,0.10 / 0.90,0.488454640 / 0.001151640
solvent_272 / solvent_321,0.10 / 0.90,0.002440350 / -0.000581500
solvent_54 / solvent_619,0.10 / 0.90,0.373252610 / 0.002544050
solvent_507 / solvent_722,0.10 / 0.90,-1.079970000 / -0.015044450
solvent_368 / solvent_488,0.10 / 0.90,-0.627797120 / -0.012829310
solvent_616 / solvent_714,0.10 / 0.90,0.217506100 / 0.002176860
solvent_227 / solvent_666,0.10 / 0.90,2.543485330 / 0.074746040
solvent_191 / solvent_560,0.10 / 0.90,0.002421880 / -0.004809810
solvent_163 / solvent_316,0.10 / 0.90,0.325113720 / 0.035405230
solvent_48 / solvent_215,0.10 / 0.90,-0.089459730 / -0.000406220
solvent_293 / solvent_741,0.10 / 0.90,0.595040200 / 0.004676890
solvent_177 / solvent_642,0.10 / 0.90,-0.739581020 / -0.008111920
solvent_300 / solvent_417,0.10 / 0.90,0.119726400 / -0.001830450
solvent_360 / solvent_595,0.10 / 0.90,-0.360596040 / -0.007258070
solvent_432 / solvent_657,0.10 / 0.90,-0.055735180 / -0.000892110
solvent_607 / solvent_718,0.10 / 0.90,0.465878960 / 0.007359780
solvent_345 / solvent_553,0.10 / 0.90,0.344985710 / 0.001474570
solvent_121 / solvent_737,0.10 / 0.90,-0.223459090 / -0.004901980
solvent_307 / solvent_418,0.10 / 0.90,0.668534570 / 0.003875960
solvent_479 / solvent_651,0.10 / 0.90,1.017534620 / 0.005412520
solvent_498 / solvent_551,0.10 / 0.90,-0.088568840 / -0.000428390
solvent_70 / solvent_819,0.10 / 0.90,-0.185452210 / -0.003871850
