solv_i_id,molefrac_i,T,ln_gamma_i,_source
solvent_112 / solvent_16,0.00 / 1.00,298.15,1.235150720 / 0.000000000,cosmo
solvent_91 / solvent_790,0.00 / 1.00,298.15,1.210031510 / 0.000000000,cosmo
solvent_293 / solvent_737,0.00 / 1.00,298.15,3.866733560 / 0.000000000,cosmo
solvent_565 / solvent_582,0.00 / 1.00,298.15,3.272863870 / 0.000000000,cosmo
solvent_266 / solvent_582,0.00 / 1.00,298.15,0.257044370 / 0.000000000,cosmo
solvent_570 / solvent_574,0.00 / 1.00,298.15,-0.013946 / 0,cosmo
solvent_8 / solvent_727,0.00 / 1.00,298.15,0.125652560 / 0.000000000,cosmo
solvent_336 / solvent_533,0.00 / 1.00,298.15,0.010095160 / 0.000000000,cosmo
solvent_405 / solvent_445,0.00 / 1.00,298.15,-0.10678885 / 0,cosmo
solvent_228 / solvent_786,0.00 / 1.00,298.15,-0.0195216 / 0,cosmo
solvent_351 / solvent_601,0.00 / 1.00,298.15,-0.19806301 / 0,cosmo
solvent_557 / solvent_682,0.00 / 1.00,298.15,-0.26423565 / 0,cosmo
solvent_500 / solvent_688,0.00 / 1.00,298.15,-0.85578113 / 0,cosmo
solvent_707 / solvent_100,0.00 / 1.00,298.15,1.269202210 / 0.000000000,cosmo
solvent_310 / solvent_380,0.00 / 1.00,298.15,0.143754370 / 0.000000000,cosmo
solvent_421 / solvent_524,0.00 / 1.00,298.15,-0.01526474 / 0,cosmo
solvent_472 / solvent_685,0.00 / 1.00,298.15,0.177092120 / 0.000000000,cosmo
solvent_160 / solvent_229,0.00 / 1.00,298.15,2.335380310 / 0.000000000,cosmo
solvent_461 / solvent_642,0.00 / 1.00,298.15,0.314527070 / 0.000000000,cosmo
solvent_600 / solvent_756,0.00 / 1.00,298.15,3.520080950 / 0.000000000,cosmo
solvent_332 / solvent_718,0.00 / 1.00,298.15,0.213396480 / 0.000000000,cosmo
solvent_287 / solvent_561,0.00 / 1.00,298.15,2.712655070 / 0.000000000,cosmo
solvent_497 / solvent_538,0.00 / 1.00,298.15,0.661750480 / 0.000000000,cosmo
solvent_301 / solvent_98,0.00 / 1.00,298.15,-0.00408769 / 0,cosmo
solvent_351 / solvent_63,0.00 / 1.00,298.15,1.347900020 / 0.000000000,cosmo
solvent_51 / solvent_16,0.00 / 1.00,298.15,6.562133780 / 0.000000000,cosmo
solvent_466 / solvent_446,0.00 / 1.00,298.15,-0.01425247 / 0,cosmo
solvent_348 / solvent_542,0.00 / 1.00,298.15,0.161899560 / 0.000000000,cosmo
solvent_431 / solvent_478,0.00 / 1.00,298.15,0.740855650 / 0.000000000,cosmo
solvent_251 / solvent_616,0.00 / 1.00,298.15,2.745987770 / 0.000000000,cosmo
solvent_583 / solvent_669,0.00 / 1.00,298.15,0.006936640 / 0.000000000,cosmo
solvent_521 / solvent_789,0.00 / 1.00,298.15,7.079442010 / 0.000000000,cosmo
solvent_463 / solvent_779,0.00 / 1.00,298.15,-0.01281871 / 0,cosmo
solvent_349 / solvent_700,0.00 / 1.00,298.15,0.472801600 / 0.000000000,cosmo
solvent_580 / solvent_768,0.00 / 1.00,298.15,0.819059040 / 0.000000000,cosmo
solvent_47 / solvent_794,0.00 / 1.00,298.15,-0.12803592 / 0,cosmo
solvent_408 / solvent_552,0.00 / 1.00,298.15,-0.10613967 / 0,cosmo
solvent_709 / solvent_749,0.00 / 1.00,298.15,1.115627460 / 0.000000000,cosmo
solvent_588 / solvent_600,0.00 / 1.00,298.15,-0.45923804 / 0,cosmo
solvent_434 / solvent_509,0.00 / 1.00,298.15,3.346895240 / 0.000000000,cosmo
solvent_109 / solvent_756,0.00 / 1.00,298.15,6.029425350 / 0.000000000,cosmo
solvent_36 / solvent_111,0.00 / 1.00,298.15,4.130196470 / 0.000000000,cosmo
solvent_136 / solvent_519,0.00 / 1.00,298.15,0.885043240 / 0.000000000,cosmo
solvent_296 / solvent_118,0.00 / 1.00,298.15,0.861407450 / 0.000000000,cosmo
solvent_237 / solvent_95,0.00 / 1.00,298.15,0.169754570 / 0.000000000,cosmo
solvent_545 / solvent_762,0.00 / 1.00,298.15,-0.39079141 / 0,cosmo
solvent_574 / solvent_13,0.00 / 1.00,298.15,0.141169140 / 0.000000000,cosmo
solvent_637 / solvent_757,0.00 / 1.00,298.15,-0.57115386 / 0,cosmo
solvent_655 / solvent_755,0.00 / 1.00,298.15,-0.42837065 / 0,cosmo
solvent_230 / solvent_500,0.00 / 1.00,298.15,0.548754650 / 0.000000000,cosmo
solvent_742 / solvent_766,0.00 / 1.00,298.15,0.029587070 / 0.000000000,cosmo
solvent_175 / solvent_734,0.00 / 1.00,298.15,-0.81099624 / 0,cosmo
solvent_304 / solvent_522,0.00 / 1.00,298.15,0.937842330 / 0.000000000,cosmo
solvent_313 / solvent_650,0.00 / 1.00,298.15,0.036087950 / 0.000000000,cosmo
solvent_370 / solvent_409,0.00 / 1.00,298.15,-0.10835395 / 0,cosmo
solvent_631 / solvent_791,0.00 / 1.00,298.15,0.099825690 / 0.000000000,cosmo
solvent_38 / solvent_516,0.00 / 1.00,298.15,-0.61660198 / 0,cosmo
solvent_46 / solvent_615,0.00 / 1.00,298.15,0.005162470 / 0.000000000,cosmo
solvent_137 / solvent_766,0.00 / 1.00,298.15,1.728608050 / 0.000000000,cosmo
solvent_553 / solvent_763,0.00 / 1.00,298.15,0.453915250 / 0.000000000,cosmo
solvent_325 / solvent_569,0.00 / 1.00,298.15,-0.19269996 / 0,cosmo
solvent_424 / solvent_679,0.00 / 1.00,298.15,0.292991240 / 0.000000000,cosmo
solvent_377 / solvent_495,0.00 / 1.00,298.15,-0.39443067 / 0,cosmo
solvent_427 / solvent_370,0.00 / 1.00,298.15,0.133740890 / 0.000000000,cosmo
solvent_555 / solvent_689,0.00 / 1.00,298.15,0.124781440 / 0.000000000,cosmo
solvent_144 / solvent_419,0.00 / 1.00,298.15,1.293033910 / 0.000000000,cosmo
solvent_300 / solvent_790,0.00 / 1.00,298.15,0.284788060 / 0.000000000,cosmo
solvent_9 / solvent_736,0.00 / 1.00,298.15,-2.46253923 / 0,cosmo
solvent_309 / solvent_391,0.00 / 1.00,298.15,0.663644580 / 0.000000000,cosmo
solvent_321 / solvent_70,0.00 / 1.00,298.15,-0.09882164 / 0,cosmo
solvent_384 / solvent_406,0.00 / 1.00,298.15,-0.05002906 / 0,cosmo
solvent_525 / solvent_710,0.00 / 1.00,298.15,3.763710810 / 0.000000000,cosmo
solvent_705 / solvent_706,0.00 / 1.00,298.15,0.089226340 / 0.000000000,cosmo
solvent_599 / solvent_694,0.00 / 1.00,298.15,-0.18286813 / 0,cosmo
solvent_385 / solvent_612,0.00 / 1.00,298.15,-0.80156925 / 0,cosmo
solvent_308 / solvent_103,0.00 / 1.00,298.15,0.370233500 / 0.000000000,cosmo
solvent_543 / solvent_668,0.00 / 1.00,298.15,0.282361090 / 0.000000000,cosmo
solvent_428 / solvent_469,0.00 / 1.00,298.15,-1.16001937 / 0,cosmo
solvent_331 / solvent_63,0.00 / 1.00,298.15,1.605485540 / 0.000000000,cosmo
solvent_427 / solvent_522,0.00 / 1.00,298.15,0.570824310 / 0.000000000,cosmo
solvent_11 / solvent_34,0.00 / 1.00,298.15,0.710294550 / 0.000000000,cosmo
solvent_590 / solvent_648,0.00 / 1.00,298.15,-0.17004003 / 0,cosmo
solvent_301 / solvent_365,0.00 / 1.00,298.15,0.004826590 / 0.000000000,cosmo
solvent_628 / solvent_663,0.00 / 1.00,298.15,-0.10338483 / 0,cosmo
solvent_304 / solvent_795,0.00 / 1.00,298.15,-0.31662855 / 0,cosmo
solvent_266 / solvent_682,0.00 / 1.00,298.15,0.060115910 / 0.000000000,cosmo
solvent_663 / solvent_197,0.00 / 1.00,298.15,-0.03773058 / 0,cosmo
solvent_577 / solvent_794,0.00 / 1.00,298.15,0.418396630 / 0.000000000,cosmo
solvent_61 / solvent_432,0.00 / 1.00,298.15,2.362246350 / 0.000000000,cosmo
solvent_435 / solvent_142,0.00 / 1.00,298.15,4.247989520 / 0.000000000,cosmo
solvent_46 / solvent_44,0.00 / 1.00,298.15,0.048775680 / 0.000000000,cosmo
solvent_615 / solvent_788,0.00 / 1.00,298.15,2.392966140 / 0.000000000,cosmo
solvent_261 / solvent_463,0.00 / 1.00,298.15,0.302652520 / 0.000000000,cosmo
solvent_261 / solvent_504,0.00 / 1.00,298.15,-0.93066414 / 0,cosmo
solvent_329 / solvent_401,0.00 / 1.00,298.15,0.046599520 / 0.000000000,cosmo
solvent_418 / solvent_457,0.00 / 1.00,298.15,1.571286760 / 0.000000000,cosmo
solvent_97 / solvent_7,0.00 / 1.00,298.15,-0.01511698 / 0,cosmo
solvent_441 / solvent_179,0.00 / 1.00,298.15,-0.36813172 / 0,cosmo
solvent_398 / solvent_93,0.00 / 1.00,298.15,0.483663080 / 0.000000000,cosmo
solvent_401 / solvent_488,0.00 / 1.00,298.15,-0.33135078 / 0,cosmo
solvent_386 / solvent_682,0.00 / 1.00,298.15,0.514251460 / 0.000000000,cosmo
solvent_249 / solvent_771,0.00 / 1.00,298.15,0.006453740 / 0.000000000,cosmo
solvent_492 / solvent_763,0.00 / 1.00,298.15,0.558513050 / 0.000000000,cosmo
solvent_508 / solvent_62,0.00 / 1.00,298.15,0.465994780 / 0.000000000,cosmo
solvent_418 / solvent_229,0.00 / 1.00,298.15,0.212187210 / 0.000000000,cosmo
solvent_276 / solvent_515,0.00 / 1.00,298.15,0.903692110 / 0.000000000,cosmo
solvent_525 / solvent_573,0.00 / 1.00,298.15,2.313350340 / 0.000000000,cosmo
solvent_286 / solvent_531,0.00 / 1.00,298.15,-1.99907378 / 0,cosmo
solvent_309 / solvent_692,0.00 / 1.00,298.15,0.327388700 / 0.000000000,cosmo
solvent_318 / solvent_422,0.00 / 1.00,298.15,-0.75323645 / 0,cosmo
solvent_161 / solvent_71,0.00 / 1.00,298.15,-1.06732834 / 0,cosmo
solvent_331 / solvent_110,0.00 / 1.00,298.15,-0.15121071 / 0,cosmo
solvent_6 / solvent_735,0.00 / 1.00,298.15,0.714597570 / 0.000000000,cosmo
solvent_525 / solvent_745,0.00 / 1.00,298.15,0.008462110 / 0.000000000,cosmo
solvent_590 / solvent_42,0.00 / 1.00,298.15,0.325302840 / 0.000000000,cosmo
solvent_266 / solvent_310,0.00 / 1.00,298.15,0.280414460 / 0.000000000,cosmo
solvent_378 / solvent_755,0.00 / 1.00,298.15,-0.24470618 / 0,cosmo
solvent_279 / solvent_118,0.00 / 1.00,298.15,-0.0830845 / 0,cosmo
solvent_491 / solvent_325,0.00 / 1.00,298.15,0.108044720 / 0.000000000,cosmo
solvent_324 / solvent_552,0.00 / 1.00,298.15,0.323478030 / 0.000000000,cosmo
solvent_371 / solvent_119,0.00 / 1.00,298.15,-0.23978967 / 0,cosmo
solvent_306 / solvent_384,0.00 / 1.00,298.15,0.015097190 / 0.000000000,cosmo
solvent_360 / solvent_577,0.00 / 1.00,298.15,1.059446230 / 0.000000000,cosmo
solvent_66 / solvent_557,0.00 / 1.00,298.15,-0.01841167 / 0,cosmo
solvent_30 / solvent_700,0.00 / 1.00,298.15,0.468927540 / 0.000000000,cosmo
solvent_336 / solvent_381,0.00 / 1.00,298.15,-0.15393081 / 0,cosmo
solvent_663 / solvent_708,0.00 / 1.00,298.15,0.416435790 / 0.000000000,cosmo
solvent_468 / solvent_109,0.00 / 1.00,298.15,1.912838950 / 0.000000000,cosmo
solvent_361 / solvent_510,0.00 / 1.00,298.15,-2.10270147 / 0,cosmo
solvent_433 / solvent_736,0.00 / 1.00,298.15,-1.41138305 / 0,cosmo
solvent_589 / solvent_731,0.00 / 1.00,298.15,-0.69192164 / 0,cosmo
solvent_395 / solvent_53,0.00 / 1.00,298.15,0.537736770 / 0.000000000,cosmo
solvent_322 / solvent_59,0.00 / 1.00,298.15,-0.3904056 / 0,cosmo
solvent_303 / solvent_436,0.00 / 1.00,298.15,-0.03028217 / 0,cosmo
solvent_414 / solvent_8,0.00 / 1.00,298.15,-0.1755446 / 0,cosmo
solvent_585 / solvent_600,0.00 / 1.00,298.15,-0.2559792 / 0,cosmo
solvent_119 / solvent_686,0.00 / 1.00,298.15,0.007246080 / 0.000000000,cosmo
solvent_636 / solvent_670,0.00 / 1.00,298.15,3.976260480 / 0.000000000,cosmo
solvent_444 / solvent_623,0.00 / 1.00,298.15,-0.28823217 / 0,cosmo
solvent_768 / solvent_792,0.00 / 1.00,298.15,0.331266080 / 0.000000000,cosmo
solvent_93 / solvent_40,0.00 / 1.00,298.15,1.811028800 / 0.000000000,cosmo
solvent_182 / solvent_198,0.00 / 1.00,298.15,0.207281420 / 0.000000000,cosmo
solvent_441 / solvent_106,0.00 / 1.00,298.15,-0.33690382 / 0,cosmo
solvent_482 / solvent_36,0.00 / 1.00,298.15,3.637572930 / 0.000000000,cosmo
solvent_199 / solvent_692,0.00 / 1.00,298.15,0.172659530 / 0.000000000,cosmo
solvent_273 / solvent_667,0.00 / 1.00,298.15,0.228758850 / 0.000000000,cosmo
solvent_420 / solvent_611,0.00 / 1.00,298.15,-0.02475334 / 0,cosmo
solvent_118 / solvent_732,0.00 / 1.00,298.15,-2.40271503 / 0,cosmo
solvent_300 / solvent_9,0.00 / 1.00,298.15,-0.23013159 / 0,cosmo
solvent_644 / solvent_660,0.00 / 1.00,298.15,-0.66336812 / 0,cosmo
solvent_197 / solvent_781,0.00 / 1.00,298.15,0.320532460 / 0.000000000,cosmo
solvent_236 / solvent_40,0.00 / 1.00,298.15,5.794648170 / 0.000000000,cosmo
solvent_334 / solvent_716,0.00 / 1.00,298.15,0.248083300 / 0.000000000,cosmo
solvent_439 / solvent_642,0.00 / 1.00,298.15,-0.66686466 / 0,cosmo
solvent_58 / solvent_561,0.00 / 1.00,298.15,1.293869500 / 0.000000000,cosmo
solvent_444 / solvent_8,0.00 / 1.00,298.15,-0.37519777 / 0,cosmo
solvent_362 / solvent_743,0.00 / 1.00,298.15,-0.00529868 / 0,cosmo
solvent_306 / solvent_402,0.00 / 1.00,298.15,0.089052460 / 0.000000000,cosmo
solvent_340 / solvent_690,0.00 / 1.00,298.15,3.121850200 / 0.000000000,cosmo
solvent_690 / solvent_103,0.00 / 1.00,298.15,0.245990010 / 0.000000000,cosmo
solvent_531 / solvent_750,0.00 / 1.00,298.15,0.028317280 / 0.000000000,cosmo
solvent_650 / solvent_730,0.00 / 1.00,298.15,0.021406370 / 0.000000000,cosmo
solvent_115 / solvent_505,0.00 / 1.00,298.15,0.438022830 / 0.000000000,cosmo
solvent_276 / solvent_598,0.00 / 1.00,298.15,-6.87512863 / 0,cosmo
solvent_175 / solvent_189,0.00 / 1.00,298.15,-0.03367337 / 0,cosmo
solvent_511 / solvent_96,0.00 / 1.00,298.15,-0.00168466 / 0,cosmo
solvent_263 / solvent_731,0.00 / 1.00,298.15,0.717128460 / 0.000000000,cosmo
solvent_352 / solvent_780,0.00 / 1.00,298.15,-0.26435336 / 0,cosmo
solvent_304 / solvent_332,0.00 / 1.00,298.15,0.146969020 / 0.000000000,cosmo
solvent_366 / solvent_711,0.00 / 1.00,298.15,4.056781650 / 0.000000000,cosmo
solvent_593 / solvent_106,0.00 / 1.00,298.15,1.601230930 / 0.000000000,cosmo
solvent_555 / solvent_573,0.00 / 1.00,298.15,0.208924660 / 0.000000000,cosmo
solvent_134 / solvent_86,0.00 / 1.00,298.15,0.417560680 / 0.000000000,cosmo
solvent_504 / solvent_5,0.00 / 1.00,298.15,5.742130620 / 0.000000000,cosmo
solvent_108 / solvent_668,0.00 / 1.00,298.15,-0.10570024 / 0,cosmo
solvent_149 / solvent_655,0.00 / 1.00,298.15,1.140869890 / 0.000000000,cosmo
solvent_75 / solvent_492,0.00 / 1.00,298.15,1.864207740 / 0.000000000,cosmo
solvent_337 / solvent_377,0.00 / 1.00,298.15,0.074759620 / 0.000000000,cosmo
solvent_482 / solvent_51,0.00 / 1.00,298.15,0.057719860 / 0.000000000,cosmo
solvent_353 / solvent_437,0.00 / 1.00,298.15,0.451036670 / 0.000000000,cosmo
solvent_550 / solvent_773,0.00 / 1.00,298.15,-0.35421994 / 0,cosmo
solvent_303 / solvent_708,0.00 / 1.00,298.15,0.219914430 / 0.000000000,cosmo
solvent_273 / solvent_430,0.00 / 1.00,298.15,-0.03536448 / 0,cosmo
solvent_427 / solvent_595,0.00 / 1.00,298.15,-0.31443032 / 0,cosmo
solvent_556 / solvent_770,0.00 / 1.00,298.15,-0.48935707 / 0,cosmo
solvent_112 / solvent_204,0.00 / 1.00,298.15,0.166423620 / 0.000000000,cosmo
solvent_691 / solvent_744,0.00 / 1.00,298.15,0.373928520 / 0.000000000,cosmo
solvent_88 / solvent_774,0.00 / 1.00,298.15,-0.09604615 / 0,cosmo
solvent_346 / solvent_678,0.00 / 1.00,298.15,1.063665720 / 0.000000000,cosmo
solvent_258 / solvent_431,0.00 / 1.00,298.15,0.068213900 / 0.000000000,cosmo
solvent_417 / solvent_686,0.00 / 1.00,298.15,0.582615880 / 0.000000000,cosmo
solvent_299 / solvent_528,0.00 / 1.00,298.15,-0.14478606 / 0,cosmo
solvent_129 / solvent_676,0.00 / 1.00,298.15,0.543735990 / 0.000000000,cosmo
solvent_647 / solvent_688,0.00 / 1.00,298.15,0.902891220 / 0.000000000,cosmo
solvent_281 / solvent_295,0.00 / 1.00,298.15,-0.09910811 / 0,cosmo
solvent_442 / solvent_794,0.00 / 1.00,298.15,-0.03942904 / 0,cosmo
solvent_144 / solvent_625,0.00 / 1.00,298.15,0.034853690 / 0.000000000,cosmo
solvent_662 / solvent_701,0.00 / 1.00,298.15,-0.68284779 / 0,cosmo
solvent_383 / solvent_191,0.00 / 1.00,298.15,3.238376670 / 0.000000000,cosmo
solvent_633 / solvent_711,0.00 / 1.00,298.15,6.336642510 / 0.000000000,cosmo
solvent_450 / solvent_558,0.00 / 1.00,298.15,0.092694160 / 0.000000000,cosmo
solvent_523 / solvent_635,0.00 / 1.00,298.15,2.938492140 / 0.000000000,cosmo
solvent_588 / solvent_696,0.00 / 1.00,298.15,0.003279720 / 0.000000000,cosmo
solvent_654 / solvent_191,0.00 / 1.00,298.15,0.231380380 / 0.000000000,cosmo
solvent_316 / solvent_601,0.00 / 1.00,298.15,-0.76944428 / 0,cosmo
solvent_571 / solvent_681,0.00 / 1.00,298.15,0.740502370 / 0.000000000,cosmo
solvent_480 / solvent_709,0.00 / 1.00,298.15,0.014785540 / 0.000000000,cosmo
solvent_168 / solvent_686,0.00 / 1.00,298.15,-0.63987262 / 0,cosmo
solvent_630 / solvent_668,0.00 / 1.00,298.15,0.028126740 / 0.000000000,cosmo
solvent_296 / solvent_428,0.00 / 1.00,298.15,0.470691430 / 0.000000000,cosmo
solvent_529 / solvent_776,0.00 / 1.00,298.15,-0.67151575 / 0,cosmo
solvent_456 / solvent_751,0.00 / 1.00,298.15,0.153366480 / 0.000000000,cosmo
solvent_138 / solvent_673,0.00 / 1.00,298.15,0.135621640 / 0.000000000,cosmo
solvent_347 / solvent_765,0.00 / 1.00,298.15,0.248311180 / 0.000000000,cosmo
solvent_739 / solvent_764,0.00 / 1.00,298.15,0.903168470 / 0.000000000,cosmo
solvent_615 / solvent_65,0.00 / 1.00,298.15,1.309902870 / 0.000000000,cosmo
solvent_26 / solvent_95,0.00 / 1.00,298.15,3.541543040 / 0.000000000,cosmo
solvent_28 / solvent_665,0.00 / 1.00,298.15,0.230753650 / 0.000000000,cosmo
solvent_551 / solvent_717,0.00 / 1.00,298.15,0.530908600 / 0.000000000,cosmo
solvent_713 / solvent_103,0.00 / 1.00,298.15,-0.00800149 / 0,cosmo
solvent_192 / solvent_34,0.00 / 1.00,298.15,0.041981680 / 0.000000000,cosmo
solvent_342 / solvent_495,0.00 / 1.00,298.15,0.035502830 / 0.000000000,cosmo
solvent_359 / solvent_160,0.00 / 1.00,298.15,0.980128810 / 0.000000000,cosmo
solvent_384 / solvent_691,0.00 / 1.00,298.15,0.091137440 / 0.000000000,cosmo
solvent_324 / solvent_737,0.00 / 1.00,298.15,1.236412330 / 0.000000000,cosmo
solvent_581 / solvent_199,0.00 / 1.00,298.15,-0.09394575 / 0,cosmo
solvent_449 / solvent_742,0.00 / 1.00,298.15,0.418499420 / 0.000000000,cosmo
solvent_161 / solvent_669,0.00 / 1.00,298.15,0.007350050 / 0.000000000,cosmo
solvent_321 / solvent_547,0.00 / 1.00,298.15,-0.0497705 / 0,cosmo
solvent_286 / solvent_394,0.00 / 1.00,298.15,5.017831980 / 0.000000000,cosmo
solvent_113 / solvent_513,0.00 / 1.00,298.15,0.762799010 / 0.000000000,cosmo
solvent_80 / solvent_748,0.00 / 1.00,298.15,0.632959440 / 0.000000000,cosmo
solvent_662 / solvent_779,0.00 / 1.00,298.15,0.164358280 / 0.000000000,cosmo
solvent_26 / solvent_620,0.00 / 1.00,298.15,-0.02793802 / 0,cosmo
solvent_442 / solvent_597,0.00 / 1.00,298.15,1.438517540 / 0.000000000,cosmo
solvent_426 / solvent_47,0.00 / 1.00,298.15,0.060889700 / 0.000000000,cosmo
solvent_293 / solvent_381,0.00 / 1.00,298.15,0.737352080 / 0.000000000,cosmo
solvent_121 / solvent_723,0.00 / 1.00,298.15,0.215610990 / 0.000000000,cosmo
solvent_438 / solvent_160,0.00 / 1.00,298.15,-0.99454855 / 0,cosmo
solvent_484 / solvent_773,0.00 / 1.00,298.15,0.014984540 / 0.000000000,cosmo
solvent_406 / solvent_728,0.00 / 1.00,298.15,0.581249700 / 0.000000000,cosmo
solvent_566 / solvent_567,0.00 / 1.00,298.15,0.182556900 / 0.000000000,cosmo
solvent_295 / solvent_764,0.00 / 1.00,298.15,0.279580020 / 0.000000000,cosmo
solvent_338 / solvent_646,0.00 / 1.00,298.15,1.133586780 / 0.000000000,cosmo
solvent_365 / solvent_495,0.00 / 1.00,298.15,0.648864250 / 0.000000000,cosmo
solvent_528 / solvent_547,0.00 / 1.00,298.15,-0.25710469 / 0,cosmo
solvent_429 / solvent_179,0.00 / 1.00,298.15,-0.3428108 / 0,cosmo
solvent_739 / solvent_796,0.00 / 1.00,298.15,2.032148450 / 0.000000000,cosmo
solvent_269 / solvent_609,0.00 / 1.00,298.15,-0.34896412 / 0,cosmo
solvent_70 / solvent_777,0.00 / 1.00,298.15,-0.04741716 / 0,cosmo
solvent_645 / solvent_752,0.00 / 1.00,298.15,-0.50655441 / 0,cosmo
solvent_365 / solvent_143,0.00 / 1.00,298.15,1.029853690 / 0.000000000,cosmo
solvent_275 / solvent_559,0.00 / 1.00,298.15,0.119686110 / 0.000000000,cosmo
solvent_502 / solvent_533,0.00 / 1.00,298.15,-0.21315657 / 0,cosmo
solvent_20 / solvent_552,0.00 / 1.00,298.15,0.451918720 / 0.000000000,cosmo
solvent_577 / solvent_631,0.00 / 1.00,298.15,-0.58231008 / 0,cosmo
solvent_12 / solvent_678,0.00 / 1.00,298.15,-0.35072347 / 0,cosmo
solvent_567 / solvent_690,0.00 / 1.00,298.15,-0.66352814 / 0,cosmo
solvent_389 / solvent_426,0.00 / 1.00,298.15,0.395360490 / 0.000000000,cosmo
solvent_412 / solvent_781,0.00 / 1.00,298.15,1.971250810 / 0.000000000,cosmo
solvent_498 / solvent_730,0.00 / 1.00,298.15,3.521453970 / 0.000000000,cosmo
solvent_196 / solvent_717,0.00 / 1.00,298.15,4.287572070 / 0.000000000,cosmo
solvent_486 / solvent_677,0.00 / 1.00,298.15,0.013124150 / 0.000000000,cosmo
solvent_455 / solvent_752,0.00 / 1.00,298.15,-0.11394722 / 0,cosmo
solvent_444 / solvent_475,0.00 / 1.00,298.15,-0.32120648 / 0,cosmo
solvent_236 / solvent_56,0.00 / 1.00,298.15,5.041620210 / 0.000000000,cosmo
solvent_580 / solvent_781,0.00 / 1.00,298.15,0.107474060 / 0.000000000,cosmo
solvent_407 / solvent_56,0.00 / 1.00,298.15,-0.18991416 / 0,cosmo
solvent_344 / solvent_545,0.00 / 1.00,298.15,0.247564230 / 0.000000000,cosmo
solvent_372 / solvent_409,0.00 / 1.00,298.15,-0.00075791 / 0,cosmo
solvent_287 / solvent_11,0.00 / 1.00,298.15,2.214610830 / 0.000000000,cosmo
solvent_393 / solvent_406,0.00 / 1.00,298.15,0.438000740 / 0.000000000,cosmo
solvent_307 / solvent_36,0.00 / 1.00,298.15,1.875606150 / 0.000000000,cosmo
solvent_611 / solvent_667,0.00 / 1.00,298.15,-0.10390578 / 0,cosmo
solvent_22 / solvent_605,0.00 / 1.00,298.15,2.745087320 / 0.000000000,cosmo
solvent_439 / solvent_576,0.00 / 1.00,298.15,0.656653440 / 0.000000000,cosmo
solvent_179 / solvent_697,0.00 / 1.00,298.15,-0.078584 / 0,cosmo
solvent_353 / solvent_625,0.00 / 1.00,298.15,-0.08358891 / 0,cosmo
solvent_392 / solvent_736,0.00 / 1.00,298.15,-1.27443894 / 0,cosmo
solvent_397 / solvent_498,0.00 / 1.00,298.15,1.410851030 / 0.000000000,cosmo
solvent_602 / solvent_680,0.00 / 1.00,298.15,-0.10835578 / 0,cosmo
solvent_686 / solvent_748,0.00 / 1.00,298.15,-0.26240676 / 0,cosmo
solvent_411 / solvent_586,0.00 / 1.00,298.15,-0.04264083 / 0,cosmo
solvent_19 / solvent_610,0.00 / 1.00,298.15,1.226423070 / 0.000000000,cosmo
solvent_106 / solvent_7,0.00 / 1.00,298.15,0.403795840 / 0.000000000,cosmo
solvent_306 / solvent_702,0.00 / 1.00,298.15,-0.01894354 / 0,cosmo
solvent_396 / solvent_50,0.00 / 1.00,298.15,1.187154450 / 0.000000000,cosmo
solvent_112 / solvent_305,0.00 / 1.00,298.15,0.039113190 / 0.000000000,cosmo
solvent_417 / solvent_702,0.00 / 1.00,298.15,0.647258420 / 0.000000000,cosmo
solvent_270 / solvent_777,0.00 / 1.00,298.15,-0.06950808 / 0,cosmo
solvent_722 / solvent_154,0.00 / 1.00,298.15,0.432748760 / 0.000000000,cosmo
solvent_306 / solvent_630,0.00 / 1.00,298.15,-0.38029522 / 0,cosmo
solvent_578 / solvent_756,0.00 / 1.00,298.15,1.805419320 / 0.000000000,cosmo
solvent_521 / solvent_632,0.00 / 1.00,298.15,1.657760180 / 0.000000000,cosmo
solvent_358 / solvent_19,0.00 / 1.00,298.15,3.359336410 / 0.000000000,cosmo
solvent_593 / solvent_657,0.00 / 1.00,298.15,1.644534650 / 0.000000000,cosmo
solvent_710 / solvent_780,0.00 / 1.00,298.15,-0.01022346 / 0,cosmo
solvent_432 / solvent_727,0.00 / 1.00,298.15,-0.42211065 / 0,cosmo
solvent_274 / solvent_452,0.00 / 1.00,298.15,0.138139030 / 0.000000000,cosmo
solvent_100 / solvent_719,0.00 / 1.00,298.15,-0.46604817 / 0,cosmo
solvent_616 / solvent_44,0.00 / 1.00,298.15,5.868294310 / 0.000000000,cosmo
solvent_278 / solvent_733,0.00 / 1.00,298.15,-1.15521161 / 0,cosmo
solvent_138 / solvent_619,0.00 / 1.00,298.15,0.615135210 / 0.000000000,cosmo
solvent_49 / solvent_416,0.00 / 1.00,298.15,2.922382360 / 0.000000000,cosmo
solvent_445 / solvent_557,0.00 / 1.00,298.15,-0.85058412 / 0,cosmo
